State,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine
KY,0 ,692 ,0 
NJ,0 ,1088,0 
GA,0 ,140 ,0 
OK,81646,5871,0 
OH,0 ,81641,0 
RI,0 ,1604,0 
WI,114 ,0 ,0 
FL,0 ,79 ,0 
TX,0 ,28853,0 
TX,879 ,73596,0 
DC,177 ,0 ,0 
CA,27 ,21 ,0 
IN,2061,333 ,0 
CA,15778,4561,0 
VA,25562,0 ,0 
WV,0 ,168 ,0 
MD,82 ,0 ,0 
AZ,0 ,9145,0 
MA,0 ,83 ,0 
AZ,0 ,3265,0 
NE,71 ,0 ,0 
FL,323 ,6804,0 
KY,12330,0 ,0 
TX,0 ,94 ,0 
IA,411 ,440 ,0 
CT,679068,484360,0 
MA,0 ,278729,0 
MN,15811,7592,0 
NE,818 ,122 ,0 
FL,2887,160 ,0 
MS,11246,22575,0 
VA,52 ,0 ,0 
WY,45979,248245,0 
IL,913 ,148514,0 
FL,0 ,26316,0 
TX,1355,272 ,0 
VA,0 ,19 ,0 
NC,4360,59658,0 
NJ,998 ,714 ,0 
OH,0 ,72 ,0 
OK,0 ,3542,0 
GA,0 ,294 ,0 
WA,5238,16754,0 
WI,30327,4226,0 
MD,3954,125019,0 
MA,10 ,1312,0 
IL,4967,584 ,0 
MS,34618,8023,0 
CO,711 ,0 ,0 
TN,2325,1147,0 
NY,4115843,1040006,0 
VA,0 ,674 ,0 
MO,451 ,226 ,0 
TX,0 ,4645,0 
UT,183 ,0 ,0 
FL,189971,790 ,0 
MS,8588,229 ,0 
MO,60 ,222 ,0 
NY,127 ,11 ,0 
TX,53698,428928,0 
WA,251 ,63 ,0 
IL,51 ,0 ,0 
AR,22405,51709,0 
GA,0 ,244 ,0 
NC,1164138,2840700,0 
OH,187 ,0 ,0 
NJ,2738,622 ,0 
TN,63 ,0 ,0 
TX,133 ,0 ,0 
VA,126 ,74 ,0 
ID,20761,15634,0 
KS,0 ,335 ,0 
MA,0 ,152 ,0 
GA,0 ,103 ,0 
MD,27 ,2459,0 
MI,26 ,0 ,0 
PA,28874,14822,0 
NV,0 ,1588,0 
CA,6556,0 ,0 
WI,480 ,9 ,0 
NJ,208543,12464,0 
CA,0 ,53 ,0 
OH,0 ,699 ,0 
KY,225 ,14305,0 
NE,22 ,137 ,0 
OH,0 ,37 ,0 
VA,80 ,104 ,0 
TX,1484,480 ,0 
FL,45 ,0 ,0 
MS,309371,363050,0 
MD,825750,163923,0 
VT,1068,109 ,0 
NM,44 ,44 ,0 
WA,0 ,195 ,0 
CO,0 ,189 ,0 
TX,1045483,12674320,0 
VA,0 ,686 ,0 
PA,158 ,0 ,0 
MI,26070,554 ,0 
WI,156 ,0 ,0 
OK,0 ,225 ,0 
FL,0 ,8078,0 
MO,308 ,0 ,0 
GA,1739,10061,0 
TX,11238,6385,0 
IN,43 ,0 ,0 
CA,1013,35273,0 
MO,0 ,2226,0 
MS,1047,354 ,0 
OH,0 ,3938,0 
IL,0 ,174 ,0 
PA,0 ,28 ,0 
NY,0 ,43 ,0 
FL,159 ,1002,0 
FL,8238,45760,0 
UT,9029,2759,0 
TN,406 ,461 ,0 
MN,129 ,0 ,0 
CA,21012,1364,0 
PA,107 ,0 ,0 
TX,0 ,20695,0 
VA,0 ,22926,0 
WI,25074,361 ,0 
OH,969 ,0 ,0 
CA,0 ,24334,0 
TX,15982,8642,0 
IL,2501,848 ,0 
CO,0 ,14037,0 
LA,621 ,438 ,0 
KS,0 ,32867,0 
KY,42 ,0 ,0 
FL,0 ,2491,0 
NY,199 ,0 ,0 
TX,119 ,0 ,0 
MA,86 ,0 ,0 
TX,0 ,15659,0 
TN,6083,288 ,0 
PA,0 ,9026,0 
CA,5743,864 ,0 
NY,4692,23894,0 
MO,0 ,4088,0 
NY,1564,2703,0 
CA,31302,72113,0 
FL,12089,1813,0 
AZ,669 ,0 ,0 
WI,398 ,72 ,0 
WA,12308,798 ,0 
NC,44706,18249,0 
SC,19450,1616,0 
VA,211783,399232,0 
OH,103734,654958,0 
TX,0 ,4071,0 
FL,0 ,6294,0 
TX,0 ,3241,0 
FL,134 ,0 ,0 
CO,0 ,17 ,0 
MO,436 ,222 ,0 
VA,0 ,108 ,0 
CA,24795,2767,0 
FL,0 ,15053,0 
IL,0 ,689 ,0 
CA,16383,54347,0 
VA,119 ,0 ,0 
NY,0 ,182 ,0 
MO,1654,45 ,0 
FL,29442,18959,0 
NJ,0 ,74 ,0 
NC,181 ,2139,0 
NJ,0 ,344 ,0 
MN,5818,337 ,0 
PA,0 ,249 ,0 
VA,0 ,199 ,0 
OK,812 ,0 ,0 
NY,0 ,1324,0 
FL,0 ,106 ,0 
OR,15044,292 ,0 
KY,2600,0 ,0 
PA,0 ,307 ,0 
NC,98 ,183 ,0 
OH,3192,500 ,0 
IN,8 ,0 ,0 
GA,0 ,2105,0 
FL,2509,363 ,0 
SC,0 ,130 ,0 
CA,2086,1813,0 
NE,177996,252114,0 
TX,323 ,0 ,0 
SD,201 ,0 ,0 
TX,179140,367585,0 
NC,3049,126 ,0 
IL,2488,0 ,0 
FL,0 ,32420,0 
ME,9436,200 ,0 
FL,0 ,64621,0 
TX,0 ,414 ,0 
PA,5782,623 ,0 
PA,5742,514 ,0 
IN,9 ,11 ,0 
MA,0 ,2919,0 
TX,0 ,812 ,0 
MI,5279,681 ,0 
NJ,1078,0 ,0 
NY,22 ,0 ,0 
MA,30209,1781,0 
IL,0 ,49 ,0 
VA,6319,28341,0 
NC,13754,2429,0 
IL,0 ,1581,0 
LA,892744,2500500,0 
SD,0 ,720 ,0 
MA,2143,1338,0 
IL,0 ,3382,0 
OK,128 ,0 ,0 
NY,35893,75424,0 
CT,0 ,2577,0 
NY,7101,8810,0 
SC,0 ,5406,0 
AL,0 ,9 ,0 
IN,814 ,521 ,0 
NJ,0 ,1303,0 
MS,658 ,123 ,0 
AZ,2553,807 ,0 
CA,0 ,113 ,0 
NJ,19322,1365,0 
TN,0 ,142923,0 
MA,430 ,0 ,0 
HI,5002,329 ,0 
CA,0 ,3573,0 
CA,1767177,40160,0 
IL,28450,25101,0 
KY,483 ,0 ,0 
NY,5238,51 ,0 
IL,1472,167 ,0 
IL,29624,414727,0 
LA,18 ,161 ,0 
SC,1454,124 ,0 
TX,0 ,899 ,0 
TX,0 ,6433,0 
AL,0 ,86338,0 
NJ,30239,2374339,0 
NV,551225,21901,0 
FL,5701,0 ,0 
ID,144754,7972,0 
TX,0 ,1175,0 
AZ,120 ,0 ,0 
WA,160346,1064960,0 
TX,11340684,106283,0 
OH,14758,374 ,0 
VA,0 ,11427,0 
PA,0 ,327 ,0 
WI,9 ,0 ,0 
AL,3991,2202,0 
MA,377 ,0 ,0 
CA,0 ,6561,0 
NE,51 ,0 ,0 
NY,0 ,823 ,0 
KY,281 ,885 ,0 
NJ,7113,0 ,0 
MN,54673,1845,0 
NC,0 ,25545,0 
MT,19733,4582,0 
UT,98858,259120,0 
NY,0 ,90 ,0 
CA,38932,14115,0 
WA,234 ,0 ,0 
GA,26446,38200,0 
MO,271673,186256,0 
NY,130 ,0 ,0 
FL,0 ,213 ,0 
SD,67705,70454,0 
NM,51 ,0 ,0 
IL,0 ,4943,0 
NY,0 ,167 ,0 
GA,709 ,0 ,0 
MS,4378,0 ,0 
IL,0 ,806 ,0 
VA,2741,226 ,0 
LA,6311,1007,0 
TX,62 ,73 ,0 
CA,0 ,113 ,0 
IN,25477,9238,0 
OR,8954,395 ,0 
TX,0 ,2150,0 
NJ,0 ,1460,0 
OK,0 ,2759,0 
SC,35490,260417,0 
NC,48580,9310,0 
GA,4129,37520,0 
NC,5724,84596,0 
MO,0 ,215 ,0 
MI,1995,0 ,0 
WI,683 ,447 ,0 
IL,74 ,0 ,0 
NY,9365,40974,0 
MS,8752,646 ,0 
AZ,632 ,1451,0 
WA,0 ,667 ,0 
CA,358 ,172 ,0 
OR,658270,37229,0 
WA,43 ,0 ,0 
CA,0 ,81 ,0 
CA,0 ,13884,0 
TX,790595,7019327,0 
IL,67939,341341,0 
VA,29730,1485,0 
MI,73 ,0 ,0 
CO,907 ,426 ,0 
OK,9 ,10 ,0 
TX,3780,75 ,0 
CO,77 ,651 ,0 
WI,1463,403 ,0 
CA,17630,483348,0 
MI,0 ,2073,0 
TN,1108,217 ,0 
MN,57512,11077,0 
AL,123782,366079,0 
AZ,143 ,0 ,0 
GA,1709,8689,0 
NY,355 ,0 ,0 
TX,54 ,0 ,0 
TN,8984,131885,0 
CA,0 ,734 ,0 
PA,0 ,223 ,0 
GA,23 ,0 ,0 
WA,0 ,12051,0 
TN,0 ,1093,0 
OK,219 ,0 ,0 
NJ,34830,13088,0 
PA,317 ,295 ,0 
TX,0 ,57864,0 
FL,39775,37 ,0 
NC,134 ,1152,0 
CA,5658,113 ,0 
NE,128 ,0 ,0 
MD,0 ,7262,0 
MA,64527,3634,0 
WI,0 ,70 ,0 
PA,74 ,0 ,0 
MD,54 ,89 ,0 
NJ,0 ,85 ,0 
VA,8524,19581,0 
MA,0 ,307 ,0 
MO,0 ,73 ,0 
GA,428524,2185494,0 
OH,1707,0 ,0 
KS,0 ,1805,0 
NY,0 ,91 ,0 
NY,0 ,422 ,0 
CO,0 ,1066,0 
IL,123 ,0 ,0 
NC,1557,378 ,0 
NC,43 ,114 ,0 
OK,454 ,61 ,0 
NC,2686,383 ,0 
OH,310 ,90 ,0 
NC,4892,868 ,0 
TX,3 ,73 ,0 
FL,78 ,64546,0 
OH,0 ,387 ,0 
NJ,1531,0 ,0 
ME,9331,933 ,0 
PA,5572,200 ,0 
IN,18 ,9 ,0 
CT,570 ,0 ,0 
FL,0 ,11110,0 
UT,106 ,1215,0 
IA,0 ,71 ,0 
PA,171 ,0 ,0 
NY,2924,0 ,0 
WA,319 ,184 ,0 
MS,939 ,0 ,0 
FL,7366,31798,0 
OR,15233,3448,0 
MD,9098,1323,0 
FL,54548,338042,0 
OR,147 ,0 ,0 
NC,118 ,745 ,0 
NM,3819,4818,0 
NC,776733,1313507,0 
MA,825 ,0 ,0 
TX,0 ,98992,0 
MA,433 ,54 ,0 
MN,0 ,408 ,0 
NY,0 ,19321,0 
OH,195 ,7123,0 
VA,125 ,0 ,0 
IL,221 ,2261,0 
FL,0 ,1287,0 
WI,61 ,0 ,0 
IN,0 ,170 ,0 
OH,1928,1992,0 
LA,0 ,8895,0 
GA,242 ,0 ,0 
GA,233 ,120740,0 
NY,285 ,0 ,0 
UT,636 ,4511,0 
TX,0 ,3632,0 
KY,0 ,1064,0 
MI,930448,10542,0 
NC,16994,0 ,0 
TX,0 ,180 ,0 
MO,1487,0 ,0 
NY,126 ,0 ,0 
FL,0 ,29469,0 
TX,0 ,751 ,0 
AL,43 ,0 ,0 
NY,2273,90 ,0 
VA,89 ,49 ,0 
PA,294 ,74 ,0 
MD,6801,0 ,0 
DC,746 ,1294,0 
MI,129427,67177,0 
NC,0 ,51 ,0 
TX,283202,724407,0 
VA,59681,5309,0 
NE,34493,266 ,0 
VA,9374,149350,0 
IA,9296,3501,0 
TX,0 ,246 ,0 
TX,259 ,2930,0 
NY,0 ,1044,0 
IN,0 ,6613,0 
FL,0 ,108 ,0 
FL,0 ,5402,0 
NY,579 ,269 ,0 
MS,5391,10344,0 
FL,1750,816 ,0 
OH,0 ,433 ,0 
TX,0 ,646 ,0 
AL,0 ,109784,0 
TX,4636054,877051,0 
TX,730 ,0 ,0 
TX,343064,224929,0 
OH,62 ,0 ,0 
OR,3961,0 ,0 
MN,106746,539079,0 
TN,358707,411311,0 
KS,0 ,112 ,0 
MA,0 ,3104,0 
OH,502 ,62 ,0 
AR,157 ,79737,0 
LA,27086,90588,0 
IL,115 ,0 ,0 
TN,452 ,1977,0 
FL,0 ,2286,0 
CA,32462,80176,0 
MA,0 ,961 ,0 
MN,8780,3862,0 
FL,6649,193 ,0 
FL,0 ,2026,0 
VA,143 ,0 ,0 
GA,94332,13971,0 
TX,50 ,0 ,0 
MA,77290,15901,0 
CA,53278,31814,0 
UT,0 ,202 ,0 
CA,0 ,80 ,0 
SD,126 ,101 ,0 
VA,75237,202100,0 
MD,0 ,82 ,0 
FL,0 ,82019,0 
NY,62 ,62 ,0 
MS,14558,5591,0 
CA,44836,29366,0 
WA,683 ,134 ,0 
FL,76530,14569,0 
MI,0 ,289 ,0 
ID,246 ,0 ,0 
NY,43 ,149 ,0 
SC,1510,110459,0 
IL,24930,131341,0 
IL,56 ,0 ,0 
IL,2758,1109,0 
LA,3561,1128,0 
NJ,255 ,929 ,0 
GA,3313,1265,0 
LA,2045,2917,0 
TX,67753,441628,0 
FL,0 ,12542,0 
TX,0 ,88 ,0 
FL,285 ,137 ,0 
CA,2661,1727,0 
CA,0 ,10 ,0 
CO,0 ,818 ,0 
WI,1779,795 ,0 
OK,42 ,0 ,0 
NM,275203,125049,0 
GA,468 ,302 ,0 
CA,117 ,0 ,0 
KY,1704,0 ,0 
MS,2628,333 ,0 
OH,579 ,355 ,0 
IL,5834912,83596,0 
NE,0 ,24 ,0 
IN,0 ,9795,0 
FL,2085,16542,0 
NY,0 ,6363,0 
NC,216 ,526 ,0 
NC,0 ,12506,0 
TN,0 ,3368,0 
NC,46982,8872,0 
MN,3493,336 ,0 
CA,0 ,1710,0 
WA,290 ,201 ,0 
FL,0 ,71058,0 
NM,0 ,26048,0 
TN,0 ,49 ,0 
PA,5388,1589,0 
FL,0 ,2533,0 
OR,10 ,1163,0 
NJ,0 ,14428,0 
NY,0 ,130 ,0 
NC,0 ,37205,0 
CA,136650,8200,0 
OK,501358,40587,0 
AZ,0 ,69141,0 
CA,95578,60272,0 
WI,552 ,361 ,0 
MN,40303,3694,0 
TX,0 ,53930,0 
DC,15356621,256192,0 
NC,1453,1213,0 
CA,2951,992 ,0 
IN,1635,91 ,0 
CO,4111,755 ,0 
MO,17696,1836,0 
CA,257 ,663 ,0 
CO,0 ,936 ,0 
OH,0 ,554 ,0 
WI,4261,600 ,0 
CO,0 ,77 ,0 
WI,130 ,0 ,0 
NY,130 ,0 ,0 
FL,7897892,130458,0 
TX,6786,47623,0 
AL,5472,775 ,0 
WA,8828,715 ,0 
MN,164 ,0 ,0 
VA,14 ,0 ,0 
PA,0 ,157 ,0 
MD,1635,6062,0 
CO,226 ,3649,0 
MA,669 ,0 ,0 
CA,9831,12673,0 
GA,0 ,3614,0 
AR,40433,9738,0 
IL,0 ,420 ,0 
TX,72967,0 ,0 
VA,0 ,1137,0 
AL,51270,603956,0 
TX,5751,0 ,0 
TX,0 ,229 ,0 
TX,0 ,982654,0 
VA,1475,698 ,0 
KS,460 ,3115,0 
TX,0 ,213328,0 
NY,133 ,0 ,0 
GA,329 ,931 ,0 
NY,117 ,1169,0 
AL,145 ,99 ,0 
ND,27175,82228,0 
PA,1152,595 ,0 
AZ,51 ,0 ,0 
NJ,154 ,1292298,0 
MA,3621247,18201,0 
KY,0 ,197 ,0 
CA,2423,19481,0 
VA,111774,2392,0 
PA,31728,1498,0 
WA,1050,185 ,0 
LA,417 ,648 ,0 
IA,23 ,0 ,0 
VA,126 ,185 ,0 
MA,0 ,79 ,0 
AZ,0 ,13195,0 
OH,0 ,135 ,0 
OR,28844,5601,0 
IL,0 ,5394,0 
TN,131273,80053,0 
NJ,0 ,17068,0 
PA,89 ,0 ,0 
TX,0 ,136383,0 
TX,12310,929337,0 
AL,69677,16480,0 
MA,315 ,0 ,0 
TX,54591,1246847,0 
PA,49764,124592,0 
TX,0 ,6515,0 
FL,4414,0 ,0 
DE,0 ,154 ,0 
TX,20155,453 ,0 
NY,4257,391 ,0 
PA,23288,32095,0 
IN,0 ,19 ,0 
TN,2589,132 ,0 
NM,64433,76735,0 
MO,114 ,825 ,0 
MI,0 ,10 ,0 
MN,33 ,0 ,0 
SC,4890,1199,0 
TX,0 ,22 ,0 
TX,171044,68474,0 
FL,0 ,81 ,0 
OK,176 ,67 ,0 
AK,40239,1446,0 
IN,0 ,58 ,0 
IL,26 ,0 ,0 
NC,150 ,0 ,0 
PA,68 ,51 ,0 
TN,0 ,29701,0 
NC,4848,1061,0 
IL,0 ,4175,0 
TX,792 ,0 ,0 
UT,43258,85436,0 
NY,225 ,88 ,0 
TX,0 ,10912,0 
MI,0 ,28457,0 
FL,0 ,1945,0 
IL,65 ,54 ,0 
NC,67 ,22 ,0 
PA,74 ,0 ,0 
NC,123 ,0 ,0 
WA,0 ,2272,0 
GA,991 ,0 ,0 
WA,0 ,38211,0 
NC,485729,200 ,0 
AZ,0 ,136 ,0 
WA,661 ,39 ,0 
NY,208 ,0 ,0 
AR,55862,10022,0 
TN,0 ,538 ,0 
OH,14338,13391,0 
PA,281 ,130 ,0 
NY,0 ,5344,0 
NJ,0 ,78 ,0 
CT,431 ,117 ,0 
LA,512737,36000,0 
TX,0 ,314 ,0 
NY,0 ,471 ,0 
MD,0 ,551 ,0 
GA,0 ,2210,0 
SC,0 ,1301,0 
VA,1025,0 ,0 
MO,1681,320 ,0 
MN,126735,0 ,0 
NY,3608,889 ,0 
TX,1436,298 ,0 
OH,0 ,1589,0 
IN,34 ,277 ,0 
PA,3100,0 ,0 
IN,0 ,641 ,0 
NY,125 ,11318,0 
TX,0 ,1142,0 
WV,31101,1323,0 
TN,4215,1916,0 
MO,81 ,0 ,0 
NC,300 ,0 ,0 
GA,16730,5585,0 
LA,116300,5000,0 
SC,565 ,29987,0 
AR,3729,298 ,0 
NV,61800,434183,0 
KS,71 ,0 ,0 
NC,948 ,0 ,0 
MA,104 ,0 ,0 
RI,0 ,30553,0 
SC,39820,10250,0 
TN,0 ,714 ,0 
TX,0 ,238695,0 
NC,94317,64489,0 
IL,38 ,0 ,0 
UT,0 ,18643,0 
CO,89640,17335,0 
GA,0 ,283 ,0 
WA,65 ,4429,0 
MO,0 ,1903,0 
NM,11 ,0 ,0 
MS,3718,205 ,0 
OH,150628,164838,0 
IN,72148,298311,0 
MT,1624,240 ,0 
TX,6557,442 ,0 
MI,16 ,227 ,0 
TX,56290,19727,0 
FL,53511,6953,0 
NJ,361 ,342 ,0 
OK,31947,607 ,0 
IL,0 ,4640,0 
IL,13995,208 ,0 
VA,0 ,28 ,0 
GA,144 ,0 ,0 
MI,0 ,117 ,0 
IN,199 ,79 ,0 
TX,13564,18654,0 
WI,20186,3085,0 
SC,532 ,0 ,0 
TX,73 ,2033,0 
TX,813 ,1118,0 
ND,539 ,494 ,0 
NY,3339,824 ,0 
OK,588 ,45 ,0 
OH,1098209,169177,0 
WI,750 ,526 ,0 
CO,1249,307 ,0 
NJ,27208,2279758,0 
SD,324 ,0 ,0 
MO,0 ,70 ,0 
NY,27 ,9 ,0 
FL,75 ,0 ,0 
KY,0 ,707 ,0 
AR,69 ,169 ,0 
CA,0 ,10443,0 
NC,480 ,447 ,0 
MD,238355,19975,0 
NM,9377,0 ,0 
NJ,0 ,1999,0 
MO,0 ,215 ,0 
FL,96 ,0 ,0 
NV,10826,58466,0 
TX,0 ,161068,0 
MA,54 ,0 ,0 
NM,3370,1007,0 
VA,76 ,540 ,0 
NY,0 ,1604,0 
TX,0 ,146 ,0 
MI,0 ,463 ,0 
NY,461 ,315 ,0 
MD,0 ,4848,0 
AZ,184 ,341 ,0 
TX,5573,0 ,0 
IL,67910,15877,0 
NJ,171 ,187 ,0 
CA,849837,0 ,0 
NC,4930,248 ,0 
MI,22078,24622,0 
VA,129762,342692,0 
TX,11713,2068,0 
TX,107 ,0 ,0 
TN,1042,801 ,0 
NJ,0 ,17228,0 
CT,0 ,56975,0 
IL,0 ,108 ,0 
MA,0 ,242 ,0 
MD,3288,562 ,0 
NC,78 ,0 ,0 
MA,274 ,115 ,0 
WI,0 ,886 ,0 
IL,49463,8933,0 
KY,55043,39542,0 
CO,153 ,177 ,0 
CA,0 ,18697,0 
ID,46487,39363,0 
OH,36755,165244,0 
FL,0 ,53 ,0 
TX,551079,17091627,0 
TN,14075,0 ,0 
PA,6864,1226,0 
TX,0 ,460 ,0 
TX,46300,11909,0 
KY,491 ,0 ,0 
MN,319 ,0 ,0 
MO,9900,600 ,0 
DC,12344,5639,0 
TN,2559,657 ,0 
SC,2332,107 ,0 
AZ,0 ,218 ,0 
IL,84 ,0 ,0 
OR,22012,3395,0 
TN,0 ,442 ,0 
WY,54765,13009,0 
TN,120 ,174 ,0 
NY,1527,0 ,0 
IL,0 ,68340,0 
NY,34489,2276,0 
NV,0 ,75 ,0 
TX,0 ,1691,0 
NJ,0 ,50353,0 
MN,1031,283 ,0 
GA,0 ,300 ,0 
TN,1412,411 ,0 
PA,43443,69579,0 
AZ,9870,4291,0 
GA,0 ,38899,0 
MO,0 ,1753,0 
MN,9052,2564,0 
NC,235922,17760,0 
SD,3805,10882,0 
TX,73 ,0 ,0 
LA,11712,284168,0 
IL,0 ,10237,0 
IN,2464,691 ,0 
FL,34824,926 ,0 
WI,0 ,2793,0 
KY,17572,5030,0 
AL,6269,3879,0 
MS,92412,61037,0 
MO,4225,377 ,0 
IL,0 ,150 ,0 
FL,0 ,18983,0 
IN,1628,0 ,0 
TX,143165,34305,0 
GA,65 ,0 ,0 
IL,513 ,0 ,0 
NJ,20 ,130 ,0 
LA,44 ,0 ,0 
NY,519 ,389 ,0 
NC,411 ,4438,0 
TX,100208,42505,0 
GA,930 ,173 ,0 
MI,67665,5994,0 
NY,4375,253 ,0 
CA,56031,316392,0 
CA,611 ,2841,0 
GA,3948,0 ,0 
VA,0 ,139 ,0 
NC,9525,0 ,0 
TX,136179,760458,0 
IL,0 ,56 ,0 
IN,49573,20624,0 
FL,10302,467 ,0 
AL,339791,500 ,0 
FL,0 ,3123,0 
OH,0 ,414 ,0 
GA,1716,1132,0 
CA,4948,603 ,0 
CA,0 ,447 ,0 
KS,8712,0 ,0 
MI,0 ,109 ,0 
CA,0 ,69 ,0 
NY,0 ,2099,0 
TN,410 ,0 ,0 
NY,1099892,3672,0 
ID,100 ,0 ,0 
NM,73400,265075,0 
MN,5618,26 ,0 
FL,158 ,319 ,0 
FL,27300,4725,0 
TN,0 ,1582,0 
WI,126 ,645 ,0 
TX,453 ,162 ,0 
FL,0 ,14182,0 
NY,2378,405 ,0 
GA,105 ,0 ,0 
VA,0 ,42433,0 
NY,2394,130 ,0 
NY,0 ,792 ,0 
WI,141 ,0 ,0 
TN,0 ,391 ,0 
MO,82595117,2251053,0 
TX,0 ,14293,0 
DE,18 ,88 ,0 
CA,284 ,340 ,0 
MA,63291,150856,0 
MS,0 ,69 ,0 
CA,79808,7090,0 
NJ,85 ,988 ,0 
MN,172971,212145,0 
CA,0 ,939493,0 
CO,1051,0 ,0 
TX,858 ,96 ,0 
NJ,0 ,1465,0 
IN,49 ,126 ,0 
OH,351 ,244 ,0 
MI,1674296,9625,0 
NC,0 ,53599,0 
MI,0 ,350 ,0 
FL,74817,8017,0 
NE,148 ,433 ,0 
IL,81356,554740,0 
GA,290909,1022043,0 
SC,117708,11850,0 
TX,365 ,100 ,0 
AL,0 ,4327,0 
CA,2260,328484,0 
IL,0 ,1648,0 
NV,9220,6210,0 
TN,3606,102 ,0 
SC,9519,15632,0 
LA,77653,31052,0 
NY,5377,331 ,0 
CT,24820,607 ,0 
PA,92971,319158,0 
TX,881 ,451 ,0 
GA,0 ,46 ,0 
PA,273953,6547,0 
NY,596 ,0 ,0 
MI,506 ,0 ,0 
TN,38262,11407,0 
FL,109 ,0 ,0 
ME,114 ,440 ,0 
AZ,0 ,79 ,0 
GA,0 ,1922,0 
FL,887222,260071,0 
NC,341 ,73 ,0 
NJ,146623,19458,0 
AL,617 ,0 ,0 
TX,9540,3564,0 
NJ,9 ,542 ,0 
TX,0 ,2693,0 
AR,0 ,485 ,0 
TN,0 ,615 ,0 
TX,51 ,44 ,0 
TX,0 ,65979,0 
IN,3381,89 ,0 
TX,90 ,0 ,0 
IL,0 ,1441,0 
IA,1048,4907,0 
IN,0 ,614 ,0 
IL,0 ,14513,0 
MI,0 ,420 ,0 
IL,0 ,9083,0 
ME,47 ,627 ,0 
CA,103 ,0 ,0 
CA,74 ,41 ,0 
GA,167 ,0 ,0 
CA,0 ,51509,0 
TX,24650,13566,0 
FL,23 ,0 ,0 
NJ,0 ,1027,0 
LA,200762,303830,0 
NC,9655,1130,0 
CA,298 ,0 ,0 
GA,155 ,0 ,0 
OH,69190,85055,0 
IL,0 ,77 ,0 
TX,0 ,2966,0 
NY,0 ,1324,0 
NC,24366,7155,0 
CA,15820,2585,0 
WA,962 ,9 ,0 
NJ,0 ,48631,0 
PA,214 ,0 ,0 
KY,725 ,0 ,0 
FL,0 ,2872,0 
WA,27606,22971,0 
TX,9180,6009,0 
IL,0 ,4282,0 
OH,12658,1296,0 
AZ,87754,68223,0 
CA,1652,399 ,0 
CA,486 ,0 ,0 
KY,13961,2247,0 
FL,143526,16264,0 
CA,1574,18986,0 
MI,0 ,1368,0 
AR,15403,3714,0 
NE,0 ,243 ,0 
KS,0 ,5923,0 
TX,0 ,88540,0 
WI,0 ,2790,0 
TX,0 ,16510,0 
FL,122 ,129 ,0 
NY,991 ,10289,0 
IL,0 ,233 ,0 
OH,137 ,0 ,0 
MD,87 ,174 ,0 
IN,54950,565201,0 
FL,431668,68 ,0 
CT,239136,40014,0 
NC,474 ,0 ,0 
CA,276581,33306,0 
CT,475 ,1964,0 
WV,14370,30308,0 
TX,3681,816 ,0 
NJ,0 ,2404,0 
MO,28955,4617,0 
NC,183 ,37 ,0 
NC,40504,12500,0 
CT,37723,32236,0 
MA,0 ,9 ,0 
TX,0 ,17245,0 
OK,59029,185672,0 
NY,0 ,2168,0 
NC,2735,656 ,0 
PA,52729,57812,0 
TN,0 ,13788,0 
OR,62 ,0 ,0 
LA,0 ,844 ,0 
FL,0 ,21284,0 
LA,24972,1372,0 
MI,100 ,22 ,0 
NC,128985,5269,0 
CO,8977,574127,0 
TX,10150,2068,0 
CO,0 ,1095,0 
VA,257736,1548372,0 
MD,0 ,6007,0 
CO,185221,735400,0 
MS,398 ,59 ,0 
OH,0 ,392 ,0 
FL,0 ,2726,0 
CA,251 ,0 ,0 
NY,0 ,239 ,0 
TX,0 ,30 ,0 
NY,0 ,329 ,0 
TN,0 ,453 ,0 
UT,605 ,0 ,0 
NJ,398 ,361 ,0 
SC,40 ,0 ,0 
IL,0 ,2391,0 
VA,0 ,2017,0 
NJ,0 ,151 ,0 
MN,4254,1669,0 
AL,0 ,27279,0 
UT,100 ,192 ,0 
NJ,0 ,2356,0 
IN,0 ,18 ,0 
GA,221342,2158097,0 
NC,0 ,487 ,0 
WI,947 ,0 ,0 
NJ,541 ,251 ,0 
NY,8143,187 ,0 
ID,41384,5164,0 
TX,0 ,73649,0 
MN,81813,20716,0 
AZ,137800,187 ,0 
GA,79 ,0 ,0 
NC,0 ,3883,0 
LA,1715,351 ,0 
TX,0 ,23948,0 
NC,134 ,770 ,0 
NY,14914238,137676,0 
MN,350 ,0 ,0 
GA,0 ,1645,0 
TX,17850,15953,0 
MO,0 ,2683,0 
FL,114 ,0 ,0 
NC,7335,62 ,0 
VA,20890,8414,0 
IL,260 ,0 ,0 
NJ,251 ,100 ,0 
OK,1057,620 ,0 
NC,0 ,134 ,0 
LA,0 ,3497,0 
CA,90 ,128 ,0 
TX,0 ,621 ,0 
MD,0 ,100 ,0 
NC,159592,272903,0 
NY,2303,885 ,0 
AZ,9376,45135,0 
MD,124744,3870,0 
NJ,0 ,1785,0 
CA,0 ,5796,0 
MO,0 ,943 ,0 
AZ,0 ,1262,0 
IL,0 ,76961,0 
FL,0 ,4092,0 
CO,48541,5582,0 
CO,2350,905 ,0 
FL,0 ,3951,0 
LA,60 ,0 ,0 
GA,2158,365 ,0 
MD,0 ,415 ,0 
NY,8115,1691,0 
MN,1664,633 ,0 
FL,17642,782 ,0 
